deferred_dish_name,source_file,reason,reference_count,recommended_future_action
Dalia,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Dalia khichdi,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Dalia with ghee,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Dosa roll,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Dough batch,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Dudhi chana,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Egg bhurji if eaten,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Egg curry if eaten,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Egg drop soup if eaten,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Egg if eaten,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Egg whites if eaten,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Egg-free protein side,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Extra dal,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish curry if eaten,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish curry portion if eaten,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fish stew if eaten,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Fruit curd,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Gluten-free roti,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Gond laddoo milk,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Greek-style curd,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Idli sambar soft,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jain dal,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Jain paneer,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kachumber bowl,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Kachumber no salt,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Lauki dal,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Lauki dal mash,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Lauki soup,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,2,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Lemon herbs salad,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Makhana kheer,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Mashed banana,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Mashed dal rice,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Mashed sweet potato,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
Methi dal roti,Addon_Dish_Options (Indian_Meal_Cohort_Persona_DB_v3.xlsx),referenced dish absent from ICD-1 master catalog,1,Introduce via curated import / admin addition / future dataset / UGC; then load the deferred recommendation rows (re_class_dish_options / re_addon_dish_options / affinity) referencing it. No schema change required.
